Behörde,Delikt,Monat,bekanntgewordene Fälle,davon Versuche,Aufklärungsquote in %
Gütersloh,Tageswohnungs-einbruchdiebstahl,März 2019,6,3,33.33
Gütersloh,Tageswohnungs-einbruchdiebstahl,Februar 2019,9,3,44.44
Gütersloh,Tageswohnungs-einbruchdiebstahl,Januar 2019,2,1,0
Gütersloh,Tageswohnungs-einbruchdiebstahl,Dezember 2018,15,6,6.67
Gütersloh,Tageswohnungs-einbruchdiebstahl,November 2018,5,1,40
Gütersloh,Tageswohnungs-einbruchdiebstahl,Oktober 2018,11,5,63.64
Gütersloh,Tageswohnungs-einbruchdiebstahl,Oktober 2014,15,5,6.67
Gütersloh,Delikte der Straßenkriminalität,Oktober 2019,412,22,12.86
Gütersloh,Delikte der Straßenkriminalität,September 2019,357,21,12.32
Gütersloh,Delikte der Straßenkriminalität,August 2019,343,11,15.74
Gütersloh,Delikte der Straßenkriminalität,Juli 2019,514,21,14.79
Gütersloh,Delikte der Straßenkriminalität,Juni 2019,328,7,13.11
Gütersloh,Delikte der Straßenkriminalität,Mai 2019,394,11,17.51
Gütersloh,Delikte der Straßenkriminalität,April 2019,371,15,9.97
Gütersloh,Delikte der Straßenkriminalität,März 2019,380,16,12.89
Gütersloh,Delikte der Straßenkriminalität,Februar 2019,372,10,22.85
Gütersloh,Delikte der Straßenkriminalität,Januar 2019,305,3,17.38
Gütersloh,Delikte der Straßenkriminalität,Dezember 2018,299,14,23.75
Gütersloh,Delikte der Straßenkriminalität,November 2018,408,13,11.03
Gütersloh,Delikte der Straßenkriminalität,Oktober 2018,465,19,12.26
Gütersloh,Delikte der Straßenkriminalität,Oktober 2014,415,16,16.87
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,1,,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,3,,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,3,,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,4,,75
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,3,1,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,1,,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,,,0
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,2,1,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,4,1,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,1,1,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,2,1,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,3,1,100
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,3,1,66.67
Gütersloh,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,2,1,50
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,,,0
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,1,,0
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,2,1,50
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,2,1,100
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,,,0
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,4,,75
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,5,,40
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,4,,25
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,3,,33.33
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,,,0
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,,,0
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,2,1,0
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,2,,50
Gütersloh,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,2,,50
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,6,1,100
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,6,3,66.67
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,14,4,78.57
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,8,1,75
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,8,3,75
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,14,1,92.86
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,3,,33.33
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,7,2,100
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,11,,81.82
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,6,,83.33
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,3,1,100
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,6,,83.33
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,12,2,100
Gütersloh,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,8,,75
Gütersloh,Taschendiebstahl,Oktober 2019,23,,0
Gütersloh,Taschendiebstahl,September 2019,9,,44.44
Gütersloh,Taschendiebstahl,August 2019,6,,0
Gütersloh,Taschendiebstahl,Juli 2019,13,,15.38
Gütersloh,Taschendiebstahl,Juni 2019,13,,0
Gütersloh,Taschendiebstahl,Mai 2019,18,,5.56
Gütersloh,Taschendiebstahl,April 2019,12,1,8.33
Gütersloh,Taschendiebstahl,März 2019,19,,5.26
Gütersloh,Taschendiebstahl,Februar 2019,19,,0
Gütersloh,Taschendiebstahl,Januar 2019,8,,0
Gütersloh,Taschendiebstahl,Dezember 2018,15,1,0
Gütersloh,Taschendiebstahl,November 2018,12,,8.33
Gütersloh,Taschendiebstahl,Oktober 2018,18,,0
Gütersloh,Taschendiebstahl,Oktober 2014,18,,0
Gütersloh,Diebstahl von Fahrrädern,Oktober 2019,182,3,6.59
Gütersloh,Diebstahl von Fahrrädern,September 2019,177,1,7.34
Gütersloh,Diebstahl von Fahrrädern,August 2019,162,1,12.35
Gütersloh,Diebstahl von Fahrrädern,Juli 2019,214,3,9.81
Gütersloh,Diebstahl von Fahrrädern,Juni 2019,166,2,9.64
Gütersloh,Diebstahl von Fahrrädern,Mai 2019,184,3,11.41
Gütersloh,Diebstahl von Fahrrädern,April 2019,145,2,8.28
Gütersloh,Diebstahl von Fahrrädern,März 2019,173,6,7.51
Gütersloh,Diebstahl von Fahrrädern,Februar 2019,145,3,13.1
Gütersloh,Diebstahl von Fahrrädern,Januar 2019,131,,6.11
Gütersloh,Diebstahl von Fahrrädern,Dezember 2018,145,3,25.52
Gütersloh,Diebstahl von Fahrrädern,November 2018,178,2,8.99
Gütersloh,Diebstahl von Fahrrädern,Oktober 2018,239,3,5.02
Gütersloh,Diebstahl von Fahrrädern,Oktober 2014,194,3,8.25
Gütersloh,Gewaltkriminalität,Oktober 2019,44,10,77.27
Gütersloh,Gewaltkriminalität,September 2019,41,9,80.49
Gütersloh,Gewaltkriminalität,August 2019,44,10,81.82
Gütersloh,Gewaltkriminalität,Juli 2019,76,11,84.21
Gütersloh,Gewaltkriminalität,Juni 2019,44,12,90.91
Gütersloh,Gewaltkriminalität,Mai 2019,60,6,86.67
Gütersloh,Gewaltkriminalität,April 2019,35,4,71.43
Gütersloh,Gewaltkriminalität,März 2019,47,8,85.11
Gütersloh,Gewaltkriminalität,Februar 2019,55,9,83.64
Gütersloh,Gewaltkriminalität,Januar 2019,32,5,81.25
Gütersloh,Gewaltkriminalität,Dezember 2018,30,9,76.67
Gütersloh,Gewaltkriminalität,November 2018,56,8,83.93
Gütersloh,Gewaltkriminalität,Oktober 2018,52,10,88.46
Gütersloh,Gewaltkriminalität,Oktober 2014,46,5,89.13
Heinsberg,Einbruchdelikte,Oktober 2019,63,29,19.05
Heinsberg,Einbruchdelikte,September 2019,25,6,56
Heinsberg,Einbruchdelikte,August 2019,49,20,14.29
Heinsberg,Einbruchdelikte,Juli 2019,61,24,22.95
Heinsberg,Einbruchdelikte,Juni 2019,70,24,7.14
Heinsberg,Einbruchdelikte,Mai 2019,83,36,14.46
Heinsberg,Einbruchdelikte,April 2019,73,28,12.33
Heinsberg,Einbruchdelikte,März 2019,80,30,16.25
Heinsberg,Einbruchdelikte,Februar 2019,75,31,25.33
Heinsberg,Einbruchdelikte,Januar 2019,65,28,64.62
Heinsberg,Einbruchdelikte,Dezember 2018,59,29,11.86
Heinsberg,Einbruchdelikte,November 2018,53,17,13.21
Heinsberg,Einbruchdelikte,Oktober 2018,55,23,16.36
Heinsberg,Einbruchdelikte,Oktober 2014,106,34,14.15
Heinsberg,Wohnungseinbruchdiebstahl,Oktober 2019,27,14,18.52
Heinsberg,Wohnungseinbruchdiebstahl,September 2019,7,3,14.29
Heinsberg,Wohnungseinbruchdiebstahl,August 2019,22,12,22.73
Heinsberg,Wohnungseinbruchdiebstahl,Juli 2019,25,8,32
Heinsberg,Wohnungseinbruchdiebstahl,Juni 2019,30,10,3.33
Heinsberg,Wohnungseinbruchdiebstahl,Mai 2019,37,18,18.92
Heinsberg,Wohnungseinbruchdiebstahl,April 2019,30,15,6.67
Heinsberg,Wohnungseinbruchdiebstahl,März 2019,45,20,13.33
Heinsberg,Wohnungseinbruchdiebstahl,Februar 2019,42,21,28.57
Heinsberg,Wohnungseinbruchdiebstahl,Januar 2019,27,15,144.44
Heinsberg,Wohnungseinbruchdiebstahl,Dezember 2018,24,13,20.83
Heinsberg,Wohnungseinbruchdiebstahl,November 2018,25,7,28
Heinsberg,Wohnungseinbruchdiebstahl,Oktober 2018,24,11,25
Heinsberg,Wohnungseinbruchdiebstahl,Oktober 2014,54,20,25.93
Heinsberg,Tageswohnungs-einbruchdiebstahl,Oktober 2019,7,3,28.57
Heinsberg,Tageswohnungs-einbruchdiebstahl,September 2019,1,,0
Heinsberg,Tageswohnungs-einbruchdiebstahl,August 2019,5,2,20
Heinsberg,Tageswohnungs-einbruchdiebstahl,Juli 2019,7,,42.86
Heinsberg,Tageswohnungs-einbruchdiebstahl,Juni 2019,4,2,0
Heinsberg,Tageswohnungs-einbruchdiebstahl,Mai 2019,5,1,40
Heinsberg,Tageswohnungs-einbruchdiebstahl,April 2019,6,1,16.67
Heinsberg,Tageswohnungs-einbruchdiebstahl,März 2019,15,7,0
Heinsberg,Tageswohnungs-einbruchdiebstahl,Februar 2019,14,5,42.86
Heinsberg,Tageswohnungs-einbruchdiebstahl,Januar 2019,8,2,275
Heinsberg,Tageswohnungs-einbruchdiebstahl,Dezember 2018,10,3,40
Heinsberg,Tageswohnungs-einbruchdiebstahl,November 2018,8,1,37.5
Heinsberg,Tageswohnungs-einbruchdiebstahl,Oktober 2018,9,3,11.11
Heinsberg,Tageswohnungs-einbruchdiebstahl,Oktober 2014,17,4,35.29
Heinsberg,Delikte der Straßenkriminalität,Oktober 2019,291,20,10.65
Heinsberg,Delikte der Straßenkriminalität,September 2019,166,10,22.89
Heinsberg,Delikte der Straßenkriminalität,August 2019,579,55,12.09
Heinsberg,Delikte der Straßenkriminalität,Juli 2019,273,12,15.02
Heinsberg,Delikte der Straßenkriminalität,Juni 2019,179,4,17.32
Heinsberg,Delikte der Straßenkriminalität,Mai 2019,194,14,20.62
Heinsberg,Delikte der Straßenkriminalität,April 2019,352,17,13.92
Heinsberg,Delikte der Straßenkriminalität,März 2019,368,27,11.96
Heinsberg,Delikte der Straßenkriminalität,Februar 2019,172,10,23.84
Heinsberg,Delikte der Straßenkriminalität,Januar 2019,162,7,14.81
Heinsberg,Delikte der Straßenkriminalität,Dezember 2018,184,16,22.83
Heinsberg,Delikte der Straßenkriminalität,November 2018,359,18,11.7
Heinsberg,Delikte der Straßenkriminalität,Oktober 2018,327,21,15.6
Heinsberg,Delikte der Straßenkriminalität,Oktober 2014,393,23,13.74
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,2,,100
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,1,,100
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,2,,100
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,4,1,100
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,3,,100
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,,,0
Heinsberg,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,,,0
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,4,,100
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,2,,50
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,2,,0
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,1,,0
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,,,0
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,,,0
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,1,,100
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,3,1,33.33
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,3,1,66.67
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,1,,100
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,2,,50
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,2,,50
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,3,1,33.33
Heinsberg,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,2,,50
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,17,2,70.59
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,7,3,100
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,13,2,92.31
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,9,1,66.67
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,8,,100
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,13,1,84.62
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,12,1,83.33
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,10,,50
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,11,2,100
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,4,,100
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,6,1,83.33
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,6,1,100
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,14,2,85.71
Heinsberg,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,11,,90.91
Heinsberg,Taschendiebstahl,Oktober 2019,12,,0
Heinsberg,Taschendiebstahl,September 2019,4,,0
Heinsberg,Taschendiebstahl,August 2019,8,1,25
Heinsberg,Taschendiebstahl,Juli 2019,9,,0
Heinsberg,Taschendiebstahl,Juni 2019,5,1,20
Heinsberg,Taschendiebstahl,Mai 2019,7,,0
Heinsberg,Taschendiebstahl,April 2019,7,,0
Heinsberg,Taschendiebstahl,März 2019,12,,0
Heinsberg,Taschendiebstahl,Februar 2019,4,,25
Heinsberg,Taschendiebstahl,Januar 2019,11,,9.09
Heinsberg,Taschendiebstahl,Dezember 2018,6,,0
Heinsberg,Taschendiebstahl,November 2018,6,,0
Heinsberg,Taschendiebstahl,Oktober 2018,12,,0
Heinsberg,Taschendiebstahl,Oktober 2014,14,,0
Heinsberg,Diebstahl von Fahrrädern,Oktober 2019,43,2,0
Heinsberg,Diebstahl von Fahrrädern,September 2019,37,,10.81
Heinsberg,Diebstahl von Fahrrädern,August 2019,104,2,13.46
Heinsberg,Diebstahl von Fahrrädern,Juli 2019,54,1,3.7
Heinsberg,Diebstahl von Fahrrädern,Juni 2019,49,1,12.24
Heinsberg,Diebstahl von Fahrrädern,Mai 2019,22,1,9.09
Heinsberg,Diebstahl von Fahrrädern,April 2019,60,1,13.33
Heinsberg,Diebstahl von Fahrrädern,März 2019,59,1,10.17
Heinsberg,Diebstahl von Fahrrädern,Februar 2019,13,,7.69
Heinsberg,Diebstahl von Fahrrädern,Januar 2019,26,,3.85
Heinsberg,Diebstahl von Fahrrädern,Dezember 2018,29,2,20.69
Heinsberg,Diebstahl von Fahrrädern,November 2018,61,,8.2
Heinsberg,Diebstahl von Fahrrädern,Oktober 2018,68,3,10.29
Heinsberg,Diebstahl von Fahrrädern,Oktober 2014,80,1,5
Heinsberg,Gewaltkriminalität,Oktober 2019,41,5,80.49
Heinsberg,Gewaltkriminalität,September 2019,31,7,83.87
Heinsberg,Gewaltkriminalität,August 2019,58,10,91.38
Heinsberg,Gewaltkriminalität,Juli 2019,27,3,70.37
Heinsberg,Gewaltkriminalität,Juni 2019,29,5,93.1
Heinsberg,Gewaltkriminalität,Mai 2019,29,3,86.21
Heinsberg,Gewaltkriminalität,April 2019,41,8,90.24
Heinsberg,Gewaltkriminalität,März 2019,35,3,68.57
Heinsberg,Gewaltkriminalität,Februar 2019,43,8,93.02
Heinsberg,Gewaltkriminalität,Januar 2019,20,4,100
Heinsberg,Gewaltkriminalität,Dezember 2018,30,6,76.67
Heinsberg,Gewaltkriminalität,November 2018,30,7,83.33
Heinsberg,Gewaltkriminalität,Oktober 2018,56,11,80.36
Heinsberg,Gewaltkriminalität,Oktober 2014,43,6,86.05
Herford,Einbruchdelikte,Oktober 2019,34,10,8.82
Herford,Einbruchdelikte,September 2019,24,9,25
Herford,Einbruchdelikte,August 2019,29,12,17.24
Herford,Einbruchdelikte,Juli 2019,53,17,11.32
Herford,Einbruchdelikte,Juni 2019,43,14,6.98
Herford,Einbruchdelikte,Mai 2019,55,15,10.91
Herford,Einbruchdelikte,April 2019,60,32,20
Herford,Einbruchdelikte,März 2019,54,21,22.22
Herford,Einbruchdelikte,Februar 2019,78,28,6.41
Herford,Einbruchdelikte,Januar 2019,79,35,13.92
Herford,Einbruchdelikte,Dezember 2018,79,26,7.59
Herford,Einbruchdelikte,November 2018,62,24,9.68
Herford,Einbruchdelikte,Oktober 2018,53,14,13.21
Herford,Einbruchdelikte,Oktober 2014,122,56,17.21
Herford,Wohnungseinbruchdiebstahl,Oktober 2019,11,3,18.18
Herford,Wohnungseinbruchdiebstahl,September 2019,11,5,18.18
Herford,Wohnungseinbruchdiebstahl,August 2019,11,6,18.18
Herford,Wohnungseinbruchdiebstahl,Juli 2019,16,6,18.75
Herford,Wohnungseinbruchdiebstahl,Juni 2019,11,5,9.09
Herford,Wohnungseinbruchdiebstahl,Mai 2019,22,10,13.64
Herford,Wohnungseinbruchdiebstahl,April 2019,26,17,15.38
Herford,Wohnungseinbruchdiebstahl,März 2019,21,11,19.05
Herford,Wohnungseinbruchdiebstahl,Februar 2019,54,21,5.56
Herford,Wohnungseinbruchdiebstahl,Januar 2019,41,19,7.32
Herford,Wohnungseinbruchdiebstahl,Dezember 2018,49,18,8.16
Herford,Wohnungseinbruchdiebstahl,November 2018,31,16,3.23
Herford,Wohnungseinbruchdiebstahl,Oktober 2018,24,9,8.33
Herford,Wohnungseinbruchdiebstahl,Oktober 2014,43,18,4.65
Herford,Tageswohnungs-einbruchdiebstahl,Oktober 2019,5,,40
Herford,Tageswohnungs-einbruchdiebstahl,September 2019,4,2,0
Herford,Tageswohnungs-einbruchdiebstahl,August 2019,2,,50
Herford,Tageswohnungs-einbruchdiebstahl,Juli 2019,6,2,33.33
Herford,Tageswohnungs-einbruchdiebstahl,Juni 2019,1,1,0
Herford,Tageswohnungs-einbruchdiebstahl,Mai 2019,6,2,50
Herford,Tageswohnungs-einbruchdiebstahl,April 2019,8,5,25
Herford,Tageswohnungs-einbruchdiebstahl,März 2019,5,,0
Herford,Tageswohnungs-einbruchdiebstahl,Februar 2019,23,6,4.35
Herford,Tageswohnungs-einbruchdiebstahl,Januar 2019,20,12,10
Herford,Tageswohnungs-einbruchdiebstahl,Dezember 2018,22,11,9.09
Herford,Tageswohnungs-einbruchdiebstahl,November 2018,14,7,0
Herford,Tageswohnungs-einbruchdiebstahl,Oktober 2018,7,1,0
Herford,Tageswohnungs-einbruchdiebstahl,Oktober 2014,18,6,5.56
Herford,Delikte der Straßenkriminalität,Oktober 2019,170,6,19.41
Herford,Delikte der Straßenkriminalität,September 2019,184,16,11.41
Herford,Delikte der Straßenkriminalität,August 2019,181,7,14.92
Herford,Delikte der Straßenkriminalität,Juli 2019,288,16,16.67
Herford,Delikte der Straßenkriminalität,Juni 2019,246,14,8.94
Herford,Delikte der Straßenkriminalität,Mai 2019,350,13,11.43
Herford,Delikte der Straßenkriminalität,April 2019,122,5,9.84
Herford,Delikte der Straßenkriminalität,März 2019,160,7,30
Herford,Delikte der Straßenkriminalität,Februar 2019,218,18,14.68
Herford,Delikte der Straßenkriminalität,Januar 2019,167,7,19.16
Herford,Delikte der Straßenkriminalität,Dezember 2018,139,7,22.3
Herford,Delikte der Straßenkriminalität,November 2018,278,12,12.23
Herford,Delikte der Straßenkriminalität,Oktober 2018,361,16,14.4
Herford,Delikte der Straßenkriminalität,Oktober 2014,313,27,17.89
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,,,0
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,1,,0
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,1,1,100
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,4,,75
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,1,1,0
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,6,,83.33
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,1,,100
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,2,,100
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,3,,33.33
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,5,2,80
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,2,1,50
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,5,1,80
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,3,1,100
Herford,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,4,,100
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,1,,100
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,6,2,50
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,3,,0
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,6,1,16.67
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,1,,0
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,4,,75
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,4,,25
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,8,,37.5
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,1,,0
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,,,0
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,1,,100
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,4,,25
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,4,,75
Herford,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,2,1,50
Herford,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,4,,50
